"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"IDA blend","IDB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1123978236144.91","1147521876918.03","1181865648951.75","1179605310850.94","1193593331789.87","1226127561156.55","1284438250837.69","1315091918835.42","1352709364099.82","1382497579322.31","1431900996018.14","1487645019748.39","1572046521190.2","1642294217070.16","1762687738671.62","1869123437518.07","1976588104223.16","2080091283442.2","2161295588747.23","2281396372405.66","2406535776120.09","2503156237008.53","2614196387894.91","2758116838883.58","2911489641300.26","3026135813195.64","3110255350605.62","3203159991995.23","3336670491606.84","3439155918483.16","3394334070765.58","3580405169363.25","3738368952907.96","3833650451306.57","3981395184831.83",
"Indonesia","IDN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","894210723157.611","956018414859.16","1018135773666.7","1084278028744.42","1166032278706.76","1261880218291.6","1360536374441.61","1424479935803.67","1237492364936.66","1247282489798.42","1308649633293.18","1356329843593.82","1417357571125.18","1485112494798.99","1559826632354.02","1648620875616.96","1739310715105.45","1849670366569.78","1960904059994.01","2051671782944.75","2179364842980.24","2313826950890.82","2453351888053.6","2589691121689.59","2719348369403.8","2851952560361.74","2995493305785.44","3147358403078.01","3310211902647.8","3476360960874.61","3404556313997.13","3530623140454.75","3718000273848.35","3905722974651.64","4102194303076.81",
"IDA only","IDX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1202578966014.1","1226150788137.36","1245028863534.96","1276333166924.94","1289733111056.41","1354199230362.61","1424075067708.47","1498720332494.97","1562262585971.74","1620551657903.31","1691144161289.14","1760512149338.51","1842688591145.26","1949045181963.87","2071383389171","2210447474411.31","2359840498209.37","2521303542141.77","2677051075267.95","2801189181554.38","2981363893851.93","3150709238786.45","3237452481838.03","3369642373370.75","3548041935126.9","3726229991723.34","3915906625284.44","4140683005225.97","4356189591995.78","4585628938132.45","4577992569866.65","4734871035873.14","4944891171066.8","5111360227250.54","5345608563204.09",
"Isle of Man","IMN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905660987236.34","1925800611593.23","2031380627684.13","2127886975436.52","2269581353432.3","2441490607802.2","2625811484450.37","2732152145428.85","2901119794984.25","3157745760533.79","3279034495943.53","3437214013863.84","3567964786685.36","3848420429844.88","4153328341064.72","4482414430651.38","4843729870659.97","5214799058396.79","5375764159724.54","5798400761878.85","6291124777993.23","6620862520105.21","6982122438465.14","7428008206430.01","7978440521051.13","8616416873256.67","9327814573620.6","9961675338509.53","10604587056326.2","11015136957033.9","10378712667572","11384367630967.9","12250645714410.2","13376572539398.9","14243939416927.8",
"Not classified","INX","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103992274748.577","105998950304.24","109542787086.863","112492346203.353","118967209792.09","130429014167.182","140054183623.584","155490622003.62","169121126200.858","186929385677.912","204507336524.96","215358131312.689","228062896655.594","234936342736.6","250884148106.23","265284352949.927","278516351295.809","293305894662.113","280153854300.787","265877825214.194","270352475286.277","274809976618.134","273713593411.573","279713877648.522","305828059670.503","381109379466.456","385768969437.739","424537317665.713","456565865428.45","479579295983.035","513907096655.654","597445848156.993","648942713687.735","613056133672.635","620543598505.236",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","528140455519.892","595299579831.709","614932452338.805","605886725354.411","595597035200.603","609897585367.645","648629290219.287","657388375443.515","671062131095.082","684501467116.154","724514188449.189","741845819158.412","801778276403.382","871046294173.392","908820662510.944","937810261095.509","984698854165.332","1065008662549.68","1067680306564.49","1078435962762.6","1140963014444.4","1171149677379.15","1127264691633.12","1110107957441.81","1165444342122.21","1148838101214.51","1250109175218.83","1284593502395.33","1260982576565.63","1222262997077.03","1262967880610.57","1322577157396.53","1372526021632.22","1441768452323.03","1485598217735.56",
"Iraq","IRQ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188735900982.438","67856016582.9116","89971792817.0171","117224095451.429","121742536248.728","124323504188.86","138024931090.933","167338577797.929","225908699227.165","265623833441.856","310238369622.124","315719067854.377","289818407492.81","183580310188.345","281585663496.779","286302867166.176","302445479298.349","308157281224.818","333512792372.255","344783187144.691","366858154275.294","394542999234.094","449528208827.787","483819505901.655","494771670848.172","507669212666.001","577663460717.405","567151427862.344","582089351365.886","614184539162.04","540256416973.202","548372044650.92","592017239177.052","595082145134","585886626484.749",
"Iceland","ISL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10222792388.7867","10199941837.0365","9855806596.48974","9985257636.96735","10345611400.2426","10357672696.7631","10830720405.3609","11455827611.1818","12299365197.2485","12795635965.9642","13433503890.3452","13972657238.9994","14050836924.4859","14351902573.734","15471695341.8395","16419249893.7447","17456452763.748","18932371423.9975","19350681491.5691","17867682121.2467","17361530902.8368","17681986420.1588","17870058498.5993","18683585815.4109","18998818084.3307","19841731757.1132","21092492447.2222","21977311703.78","23051820494.2067","23480855893.4232","21851178110.1074","22951036648.8571","25011803539.7336","26424085476.9069","26560661829.9912",
"Israel","ISR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118062368567.332","127184003064.32","137052548451.513","142694667952.52","153293807114.933","163415681711.413","172958239905.052","179206090151.769","186574979997.201","192726879137","209266872248.444","209848482071.792","209567132683.087","212603881344.296","222485491711.087","232247685354.675","245257334361.598","260765812799.922","269167937623.184","272499514236.726","287580564776.768","303451550097.053","310877520441.453","323579071852.526","335796862447.96","343310663703.058","358621573354.026","374210606297.97","389193619606.426","403634634568.803","395474694304.129","432603337813.424","459698424504.046","468094910441.995","472176550257.167",
"Italy","ITA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2419458129490.78","2456680224824.99","2477175704024.68","2456050207631.18","2508880428962.8","2581307710428.38","2616041393896.52","2666419058301.97","2714531211372.49","2760080816520.44","2867229882174.94","2924758937271.92","2932653729237.93","2934605521995.8","2977862244389.35","3000565784096.06","3054560362937.54","3099226956375.59","3067517571817.73","2904781040277.21","2949198213679.82","2969708800607.37","2876898309730.64","2824595576142.56","2824556381565.56","2849572563276.21","2884799580139.13","2931063109648.27","2955292646480.9","2967975655283.17","2704769008361.9","2946333608376.65","3088381557782.51","3110474990168.75","3133050580636.49",
"Jamaica","JAM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20805277769.4142","21811886781.1741","22238427497.7663","24332643024.5384","24669258326.8761","25248975300.009","25220259335.8685","24932632398.4391","24350566745.3239","24605681270.4913","24821892264.8154","25155729232.2209","25658162334.0912","26598872053.7327","26950967999.3659","27191855195.0614","27980181162.0449","28380844495.6571","28150466764.1848","26927244008.8601","26534874424.1964","26994027593.8355","26828382511.9075","26967269295.6328","27153295548.4074","27403509671.0024","27780369056.4683","28057373523.1322","28587636469.6716","28842721563.9156","25981430581.2625","27176946493.566","28595996149.7852","29340825496.7999","29129921615.1579",
"Jordan","JOR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27489630060.895","27931809302.168","31939961386.4483","33373104189.5487","35032240288.2813","37204545523.3862","37981012120.189","39237604556.4177","40419508965.259","41789540668.4406","43563804178.2448","45859598176.5535","48512029251.0844","50530938632.9143","54860032404.276","59329256957.3256","64130759055.5738","69374198907.495","74383284111.6519","78120084647.9938","79928435100.6111","82116220149.6362","84111117113.9621","86306373007.5702","89227048074.8495","91454627021.3176","93278397679.1765","95585730402.7069","97420088352.2411","99126148666.0744","98033033195.0242","101616771489.092","104307009614.896","107315310756.743","109986275190.311",
"Japan","JPN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4355367751167.16","4508822915962.05","4549428746903.57","4528536873121.02","4577598279647.32","4698034872826.11","4845265224933.84","4892808359476.59","4830653522840.84","4814522523575.98","4947627102634.08","4966730060390.08","4968814224456.22","5045091758636.98","5155383301369.08","5248381305705.58","5320407473250.48","5399360692724.65","5333256913659.98","5029621991936.48","5235731772823.73","5236978375626.26","5308973788165.35","5415424030978.76","5431464815572.69","5516229705512.24","5557812520391.56","5650924318247.5","5687281858057.76","5664409362056.56","5428273471388.26","5574650884739.54","5627164027811.25","5710166656067.31","5714945983582.44",
"Kazakhstan","KAZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288834656343.715","257062844141.018","243438513404.283","221042170166.139","193190856728.926","177349206474.87","178235952510.922","181265963702.708","177821910393.399","182623101970.183","200520165967.172","227590388369.604","249894246428.934","273134411347.668","299355314840.782","328392780378.023","363530807878.472","395885049779.634","408949256423.197","413856647497.939","444068182778.938","476929228310.983","499821831247.413","529811141105.818","552063209062.287","558687967573.976","564833535212.271","587991710170.511","612099370246.921","639643841913.657","623652745889.61","650469813945.991","671284847990.359","705520375237.867","739385353249.286",
"Kenya","KEN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95633729813.2119","97009274497.7782","96233691208.8466","96573585965.7625","99116160385.3891","103483433023.06","107774724660.321","108286548898.402","111849407789.869","114427971280.882","115114190550.448","119465399319.131","120118707240.57","123641158956.222","129952174356.235","137628015358.898","146535980808.419","156574764869.405","156938461030.929","162128321485.866","175193389475.644","184165228865.401","192579148133.479","199893012215.302","209927863314.401","220356494132.985","229641252624.049","238454787849.2","251922586472.068","264806307742.621","264084005302.165","284129273925.386","297937902775.433","314490954311.823","328632034677.714",
